episode_index,dataset_from_index,dataset_to_index,length,task,official_env,fully_within_single_scene,overlap_frames
1571,93461,93526,65,lift_blue_block_drawer: grasp the blue block in the drawer,B,True,"{""B"": 65}"
1572,93526,93591,65,lift_pink_block_slider: grasp the pink block lying in the slider,B,True,"{""B"": 65}"
1573,93591,93656,65,lift_blue_block_slider: lift the blue block on the shelf,B,True,"{""B"": 65}"
1574,93656,93690,34,push_pink_block_left: push left the pink block,B,True,"{""B"": 34}"
1575,93690,93755,65,rotate_pink_block_left: rotate the pink block to the left,B,True,"{""B"": 65}"
1576,93755,93820,65,lift_blue_block_slider: in the sliding cabinet grasp the blue block,B,True,"{""B"": 65}"
1577,93820,93885,65,push_blue_block_left: slide left the blue block,B,True,"{""B"": 65}"
1578,93885,93950,65,push_pink_block_right: slide the pink block to the right,B,True,"{""B"": 65}"
1579,93950,94015,65,push_into_drawer: slide the block into the drawer,B,True,"{""B"": 65}"
1580,94015,94061,46,push_into_drawer: push the block into the drawer,B,True,"{""B"": 46}"
1581,94061,94100,39,push_into_drawer: push the object into the drawer,B,True,"{""B"": 39}"
1582,94100,94165,65,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 65}"
1583,94165,94230,65,"rotate_pink_block_left: grasp the pink block, then rotate it left",B,True,"{""B"": 65}"
1584,94230,94295,65,"rotate_blue_block_left: grasp the blue block, then rotate it left",B,True,"{""B"": 65}"
1585,94295,94360,65,lift_blue_block_table: grasp the blue block on the table and lift it up,B,True,"{""B"": 65}"
1586,94360,94425,65,lift_blue_block_table: pick up the blue block,B,True,"{""B"": 65}"
1587,94425,94490,65,push_into_drawer: sweep the block into the drawer,B,True,"{""B"": 65}"
1588,94490,94555,65,lift_red_block_slider: in the slider pick up the red block,B,True,"{""B"": 65}"
1589,94555,94620,65,rotate_pink_block_left: rotate left the pink block,B,True,"{""B"": 65}"
1590,94620,94685,65,push_red_block_left: go push the red block to the left,B,True,"{""B"": 65}"
1591,94685,94750,65,lift_blue_block_slider: lift the blue block lying in the slider,B,True,"{""B"": 65}"
1592,94750,94815,65,lift_blue_block_table: pick up the blue block from the table,B,True,"{""B"": 65}"
1593,94815,94880,65,rotate_blue_block_right: rotate the blue block towards the right,B,True,"{""B"": 65}"
1594,94880,94945,65,lift_red_block_slider: grasp the red block lying in the slider,B,True,"{""B"": 65}"
1595,94945,94992,47,push_into_drawer: push the object into the drawer,B,True,"{""B"": 47}"
1596,94992,95030,38,push_red_block_left: push the red block to the left,B,True,"{""B"": 38}"
1597,95030,95065,35,push_into_drawer: sweep the object into the drawer,B,True,"{""B"": 35}"
1598,95065,95130,65,lift_red_block_slider: in the cabinet grasp the red block,B,True,"{""B"": 65}"
1599,95130,95195,65,lift_blue_block_slider: in the cabinet pick up the blue block,B,True,"{""B"": 65}"
1600,95195,95260,65,rotate_blue_block_left: grasp the blue block and turn it left,B,True,"{""B"": 65}"
1601,95260,95325,65,lift_blue_block_table: grasp the blue block on the table and lift it up,B,True,"{""B"": 65}"
1602,95325,95390,65,push_pink_block_right: slide the pink block to the right,B,True,"{""B"": 65}"
1603,95390,95455,65,lift_blue_block_slider: pick up the blue block in the sliding cabinet,B,True,"{""B"": 65}"
1604,95455,95520,65,lift_blue_block_slider: lift the blue block lying on the shelf,B,True,"{""B"": 65}"
1605,95520,95585,65,push_pink_block_right: push right the pink block,B,True,"{""B"": 65}"
1606,95585,95627,42,"rotate_blue_block_right: grasp the blue block, then turn it right",B,True,"{""B"": 42}"
1607,95627,95692,65,rotate_pink_block_left: take the pink block and rotate it left,B,True,"{""B"": 65}"
1608,95692,95757,65,rotate_red_block_left: rotate the red block towards the left,B,True,"{""B"": 65}"
1609,95757,95800,43,"rotate_red_block_left: grasp the red block, then rotate it left",B,True,"{""B"": 43}"
1610,95800,95865,65,"rotate_blue_block_left: grasp the blue block, then rotate it left",B,True,"{""B"": 65}"
1611,95865,95930,65,push_blue_block_right: go slide the blue block to the right,B,True,"{""B"": 65}"
1612,95930,95995,65,push_red_block_left: push the red block towards the left,B,True,"{""B"": 65}"
1613,95995,96060,65,rotate_pink_block_right: rotate the pink block 90 degrees to the right,B,True,"{""B"": 65}"
1614,96060,96125,65,push_blue_block_right: go push the blue block to the right,B,True,"{""B"": 65}"
1615,96125,96190,65,lift_pink_block_slider: lift the pink block lying in the slider,B,True,"{""B"": 65}"
1616,96190,96255,65,lift_blue_block_slider: lift the blue block lying in the slider,B,True,"{""B"": 65}"
1617,96255,96295,40,push_red_block_left: slide left the red block,B,True,"{""B"": 40}"
1618,96295,96360,65,push_into_drawer: slide the object into the drawer,B,True,"{""B"": 65}"
1619,96360,96425,65,lift_pink_block_slider: lift the pink block lying in the sliding cabinet,B,True,"{""B"": 65}"
1620,96425,96490,65,"rotate_red_block_left: grasp the red block, then rotate it left",B,True,"{""B"": 65}"
1621,96490,96555,65,push_red_block_right: slide the red block towards the right,B,True,"{""B"": 65}"
1622,96555,96620,65,lift_red_block_slider: grasp the red block lying in the slider,B,True,"{""B"": 65}"
1623,96620,96685,65,lift_pink_block_slider: grasp the pink block lying in the sliding cabinet,B,True,"{""B"": 65}"
1624,96685,96727,42,lift_red_block_slider: in the cabinet pick up the red block,B,True,"{""B"": 42}"
1625,96727,96792,65,lift_red_block_slider: pick up the red block in the sliding cabinet,B,True,"{""B"": 65}"
1626,96792,96857,65,rotate_pink_block_left: rotate the pink block to the left,B,True,"{""B"": 65}"
1627,96857,96922,65,lift_red_block_slider: grasp the red block lying in the cabinet,B,True,"{""B"": 65}"
1628,96922,96965,43,push_blue_block_left: go push the blue block to the left,B,True,"{""B"": 43}"
1629,96965,97030,65,push_red_block_right: go push the red block to the right,B,True,"{""B"": 65}"
1630,97030,97095,65,push_into_drawer: push the object that it falls into the drawer,B,True,"{""B"": 65}"
1631,97095,97160,65,"rotate_blue_block_right: grasp the blue block, then turn it right",B,True,"{""B"": 65}"
1632,97160,97225,65,rotate_red_block_left: rotate the red block to the left,B,True,"{""B"": 65}"
1633,97225,97274,49,push_into_drawer: push the block into the drawer,B,True,"{""B"": 49}"
1634,97274,97339,65,push_into_drawer: push the block into the drawer,B,True,"{""B"": 65}"
1635,97339,97404,65,lift_red_block_slider: in the sliding cabinet grasp the red block,B,True,"{""B"": 65}"
1636,97404,97469,65,push_red_block_right: go push the red block to the right,B,True,"{""B"": 65}"
1637,97469,97534,65,rotate_pink_block_left: rotate the pink block 90 degrees to the left,B,True,"{""B"": 65}"
1638,97534,97599,65,lift_pink_block_slider: in the cabinet grasp the pink block,B,True,"{""B"": 65}"
1639,97599,97641,42,push_red_block_left: push the red block to the left,B,True,"{""B"": 42}"
1640,97641,97682,41,lift_blue_block_slider: in the cabinet grasp the blue block,B,True,"{""B"": 41}"
1641,97682,97747,65,push_red_block_right: sweep the red block to the right,B,True,"{""B"": 65}"
1642,97747,97812,65,lift_red_block_slider: grasp the red block lying in the sliding cabinet,B,True,"{""B"": 65}"
1643,97812,97877,65,"rotate_pink_block_left: grasp the pink block, then rotate it left",B,True,"{""B"": 65}"
1644,97877,97942,65,rotate_pink_block_left: rotate the pink block to the left,B,True,"{""B"": 65}"
1645,97942,98007,65,push_pink_block_right: go push the pink block to the right,B,True,"{""B"": 65}"
1646,98007,98072,65,lift_pink_block_slider: in the slider pick up the pink block,B,True,"{""B"": 65}"
1647,98072,98137,65,push_pink_block_right: go push the pink block to the right,B,True,"{""B"": 65}"
1648,98137,98202,65,rotate_pink_block_left: grasp the pink block and turn it left,B,True,"{""B"": 65}"
1649,98202,98267,65,lift_red_block_slider: lift the red block lying in the slider,B,True,"{""B"": 65}"
1650,98267,98332,65,lift_pink_block_slider: lift the pink block lying in the cabinet,B,True,"{""B"": 65}"
1651,98332,98397,65,lift_red_block_slider: lift the red block lying in the cabinet,B,True,"{""B"": 65}"
1652,98397,98462,65,lift_pink_block_slider: lift the pink block on the shelf,B,True,"{""B"": 65}"
1653,98462,98527,65,rotate_red_block_left: turn the red block left,B,True,"{""B"": 65}"
1654,98527,98592,65,lift_blue_block_slider: lift the blue block lying in the sliding cabinet,B,True,"{""B"": 65}"
1655,98592,98657,65,rotate_blue_block_right: rotate the blue block towards the right,B,True,"{""B"": 65}"
1656,98657,98722,65,lift_red_block_slider: in the cabinet pick up the red block,B,True,"{""B"": 65}"
1657,98722,98787,65,lift_pink_block_slider: in the sliding cabinet grasp the pink block,B,True,"{""B"": 65}"
1658,98787,98852,65,lift_pink_block_slider: pick up the pink block from the shelf,B,True,"{""B"": 65}"
1659,98852,98917,65,lift_red_block_slider: in the slider pick up the red block,B,True,"{""B"": 65}"
1660,98917,98982,65,lift_pink_block_slider: in the slider grasp the pink block,B,True,"{""B"": 65}"
1661,98982,99047,65,lift_pink_block_slider: lift the pink block lying in the slider,B,True,"{""B"": 65}"
1662,99047,99112,65,lift_blue_block_slider: in the cabinet pick up the blue block,B,True,"{""B"": 65}"
1663,99112,99177,65,push_red_block_left: push left the red block,B,True,"{""B"": 65}"
1664,99177,99242,65,push_blue_block_left: sweep the blue block to the left,B,True,"{""B"": 65}"
1665,99242,99307,65,push_red_block_right: push the red block to the right,B,True,"{""B"": 65}"
1666,99307,99349,42,push_red_block_right: sweep the red block to the right,B,True,"{""B"": 42}"
1667,99349,99414,65,rotate_pink_block_left: rotate the pink block to the left,B,True,"{""B"": 65}"
1668,99414,99479,65,lift_pink_block_slider: lift the pink block lying in the sliding cabinet,B,True,"{""B"": 65}"
1669,99479,99544,65,push_blue_block_right: slide the blue block to the right,B,True,"{""B"": 65}"
1670,99544,99609,65,lift_red_block_slider: in the sliding cabinet grasp the red block,B,True,"{""B"": 65}"
1671,99609,99674,65,"rotate_pink_block_left: grasp the pink block, then turn it left",B,True,"{""B"": 65}"
1672,99674,99739,65,lift_red_block_slider: lift the red block on the shelf,B,True,"{""B"": 65}"
1673,99739,99804,65,rotate_red_block_left: grasp the red block and turn it left,B,True,"{""B"": 65}"
1674,99804,99869,65,lift_pink_block_slider: in the slider grasp the pink block,B,True,"{""B"": 65}"
1675,99869,99910,41,push_blue_block_left: push the blue block to the left,B,True,"{""B"": 41}"
1676,99910,99975,65,rotate_red_block_left: take the red block and turn it left,B,True,"{""B"": 65}"
1677,99975,100040,65,rotate_pink_block_right: rotate the pink block to the right,B,True,"{""B"": 65}"
1678,100040,100105,65,push_blue_block_left: push left the blue block,B,True,"{""B"": 65}"
1679,100105,100170,65,rotate_red_block_left: turn the red block left,B,True,"{""B"": 65}"
1680,100170,100235,65,"rotate_red_block_right: grasp the red block, then turn it right",B,True,"{""B"": 65}"
1681,100235,100300,65,push_pink_block_right: push the pink block to the right,B,True,"{""B"": 65}"
1682,100300,100365,65,push_red_block_right: slide the red block to the right,B,True,"{""B"": 65}"
1683,100365,100430,65,lift_pink_block_slider: in the sliding cabinet grasp the pink block,B,True,"{""B"": 65}"
1684,100430,100495,65,lift_blue_block_slider: lift the blue block lying in the sliding cabinet,B,True,"{""B"": 65}"
1685,100495,100560,65,rotate_blue_block_left: rotate the blue block to the left,B,True,"{""B"": 65}"
1686,100560,100625,65,rotate_blue_block_left: grasp the blue block and turn it left,B,True,"{""B"": 65}"
1687,100625,100690,65,rotate_red_block_right: take the red block and turn it right,B,True,"{""B"": 65}"
1688,100690,100755,65,lift_pink_block_slider: in the slider pick up the pink block,B,True,"{""B"": 65}"
1689,100755,100820,65,push_pink_block_right: slide the pink block towards the right,B,True,"{""B"": 65}"
1690,100820,100885,65,"rotate_pink_block_left: grasp the pink block, then turn it left",B,True,"{""B"": 65}"
1691,100885,100950,65,push_pink_block_left: slide the pink block towards the left,B,True,"{""B"": 65}"
1692,100950,100991,41,lift_blue_block_slider: grasp the blue block lying in the cabinet,B,True,"{""B"": 41}"
1693,100991,101030,39,push_red_block_right: sweep the red block to the right,B,True,"{""B"": 39}"
1694,101030,101095,65,rotate_blue_block_right: turn the blue block right,B,True,"{""B"": 65}"
1695,101095,101160,65,push_pink_block_left: push left the pink block,B,True,"{""B"": 65}"
1696,101160,101225,65,rotate_blue_block_left: turn the blue block left,B,True,"{""B"": 65}"
1697,101225,101290,65,push_red_block_left: go slide the red block to the left,B,True,"{""B"": 65}"
1698,101290,101338,48,push_blue_block_left: slide left the blue block,B,True,"{""B"": 48}"
1699,101338,101403,65,rotate_pink_block_left: grasp the pink block and turn it left,B,True,"{""B"": 65}"
1700,101403,101468,65,rotate_blue_block_left: rotate the blue block towards the left,B,True,"{""B"": 65}"
1701,101468,101533,65,rotate_pink_block_right: grasp the pink block and rotate it right,B,True,"{""B"": 65}"
1702,101533,101598,65,lift_pink_block_slider: lift the pink block lying in the sliding cabinet,B,True,"{""B"": 65}"
1703,101598,101663,65,push_red_block_left: push the red block to the left,B,True,"{""B"": 65}"
1704,101663,101728,65,"rotate_red_block_left: grasp the red block, then rotate it left",B,True,"{""B"": 65}"
1705,101728,101767,39,push_pink_block_right: go slide the pink block to the right,B,True,"{""B"": 39}"
1706,101767,101832,65,rotate_blue_block_right: take the blue block and turn it right,B,True,"{""B"": 65}"
1707,101832,101897,65,lift_blue_block_slider: in the slider grasp the blue block,B,True,"{""B"": 65}"
1708,101897,101962,65,lift_blue_block_slider: in the sliding cabinet grasp the blue block,B,True,"{""B"": 65}"
1709,101962,102003,41,push_pink_block_left: slide the pink block towards the left,B,True,"{""B"": 41}"
1710,102003,102068,65,push_red_block_right: slide the red block towards the right,B,True,"{""B"": 65}"
1711,102068,102133,65,push_pink_block_right: push the pink block to the right,B,True,"{""B"": 65}"
1712,102133,102198,65,rotate_pink_block_left: take the pink block and rotate it left,B,True,"{""B"": 65}"
1713,102198,102263,65,push_blue_block_right: push right the blue block,B,True,"{""B"": 65}"
1714,102263,102300,37,lift_blue_block_slider: pick up the blue block in the sliding cabinet,B,True,"{""B"": 37}"
1715,102300,102365,65,push_pink_block_right: push the pink block to the right,B,True,"{""B"": 65}"
1716,102365,102430,65,rotate_pink_block_left: rotate left the pink block,B,True,"{""B"": 65}"
1717,102430,102471,41,push_pink_block_left: go push the pink block to the left,B,True,"{""B"": 41}"
1718,102471,102536,65,rotate_blue_block_left: grasp the blue block and rotate it left,B,True,"{""B"": 65}"
1719,102536,102601,65,"rotate_blue_block_left: grasp the blue block, then rotate it left",B,True,"{""B"": 65}"
1720,102601,102666,65,push_red_block_right: go slide the red block to the right,B,True,"{""B"": 65}"
1721,102666,102731,65,push_pink_block_right: push the pink block towards the right,B,True,"{""B"": 65}"
1722,102731,102796,65,push_pink_block_left: sweep the pink block to the left,B,True,"{""B"": 65}"
1723,102796,102861,65,rotate_red_block_left: grasp the red block and turn it left,B,True,"{""B"": 65}"
1724,102861,102926,65,rotate_blue_block_right: rotate the blue block 90 degrees to the right,B,True,"{""B"": 65}"
1725,102926,102991,65,rotate_blue_block_left: rotate the blue block towards the left,B,True,"{""B"": 65}"
1726,102991,103056,65,rotate_red_block_left: take the red block and rotate it left,B,True,"{""B"": 65}"
1727,103056,103099,43,rotate_pink_block_right: take the pink block and turn it right,B,True,"{""B"": 43}"
1728,103099,103164,65,push_blue_block_left: push the blue block towards the left,B,True,"{""B"": 65}"
1729,103164,103229,65,push_blue_block_right: go slide the blue block to the right,B,True,"{""B"": 65}"
1730,103229,103275,46,rotate_red_block_left: rotate left the red block,B,True,"{""B"": 46}"
1731,103275,103340,65,push_red_block_right: push the red block towards the right,B,True,"{""B"": 65}"
1732,103340,103405,65,push_blue_block_right: go push the blue block to the right,B,True,"{""B"": 65}"
1733,103405,103470,65,push_blue_block_right: push the blue block to the right,B,True,"{""B"": 65}"
1734,103470,103516,46,rotate_red_block_right: rotate right the red block,B,True,"{""B"": 46}"
1735,103516,103581,65,rotate_red_block_left: rotate the red block 90 degrees to the left,B,True,"{""B"": 65}"
1736,103581,103646,65,"rotate_blue_block_left: grasp the blue block, then rotate it left",B,True,"{""B"": 65}"
1737,103646,103711,65,rotate_red_block_left: grasp the red block and rotate it left,B,True,"{""B"": 65}"
1738,103711,103776,65,push_pink_block_right: push the pink block to the right,B,True,"{""B"": 65}"
1739,103776,103841,65,"rotate_pink_block_left: grasp the pink block, then rotate it left",B,True,"{""B"": 65}"
1740,103841,103906,65,rotate_blue_block_right: rotate the blue block 90 degrees to the right,B,True,"{""B"": 65}"
1741,103906,103971,65,"rotate_pink_block_right: grasp the pink block, then rotate it right",B,True,"{""B"": 65}"
1742,103971,104014,43,"rotate_pink_block_right: grasp the pink block, then turn it right",B,True,"{""B"": 43}"
1743,104014,104079,65,"rotate_blue_block_left: grasp the blue block, then rotate it left",B,True,"{""B"": 65}"
1744,104079,104144,65,push_pink_block_left: slide left the pink block,B,True,"{""B"": 65}"
1745,104144,104191,47,push_red_block_right: slide right the red block,B,True,"{""B"": 47}"
1746,104191,104256,65,push_pink_block_right: slide right the pink block,B,True,"{""B"": 65}"
1747,104256,104321,65,push_blue_block_left: push the blue block to the left,B,True,"{""B"": 65}"
1748,104321,104386,65,rotate_blue_block_left: rotate left the blue block,B,True,"{""B"": 65}"
1749,104386,104451,65,push_red_block_left: push the red block towards the left,B,True,"{""B"": 65}"
1750,104451,104516,65,push_red_block_left: push the red block towards the left,B,True,"{""B"": 65}"
1751,104516,104556,40,push_blue_block_right: slide the blue block to the right,B,True,"{""B"": 40}"
1752,104556,104621,65,push_pink_block_right: sweep the pink block to the right,B,True,"{""B"": 65}"
1753,104621,104686,65,rotate_blue_block_left: rotate the blue block to the left,B,True,"{""B"": 65}"
1754,104686,104751,65,push_pink_block_left: slide left the pink block,B,True,"{""B"": 65}"
1755,104751,104816,65,push_pink_block_left: push left the pink block,B,True,"{""B"": 65}"
1756,104816,104881,65,push_blue_block_left: slide the blue block to the left,B,True,"{""B"": 65}"
1757,104881,104946,65,rotate_pink_block_left: take the pink block and rotate it left,B,True,"{""B"": 65}"
1758,104946,104985,39,push_pink_block_right: slide the pink block to the right,B,True,"{""B"": 39}"
1759,104985,105050,65,push_pink_block_left: slide left the pink block,B,True,"{""B"": 65}"
1760,105050,105115,65,push_pink_block_right: slide right the pink block,B,True,"{""B"": 65}"
1761,105115,105180,65,push_blue_block_left: slide left the blue block,B,True,"{""B"": 65}"
1762,105180,105245,65,rotate_red_block_right: grasp the red block and turn it right,B,True,"{""B"": 65}"
1763,105245,105310,65,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 65}"
1764,105310,105375,65,push_red_block_left: go push the red block to the left,B,True,"{""B"": 65}"
1765,105375,105440,65,rotate_pink_block_left: turn the pink block left,B,True,"{""B"": 65}"
1766,105440,105505,65,push_blue_block_right: go slide the blue block to the right,B,True,"{""B"": 65}"
1767,105505,105543,38,push_blue_block_left: slide the blue block towards the left,B,True,"{""B"": 38}"
1768,105543,105608,65,push_pink_block_right: slide the pink block to the right,B,True,"{""B"": 65}"
1769,105608,105673,65,"rotate_red_block_left: grasp the red block, then rotate it left",B,True,"{""B"": 65}"
1770,105673,105738,65,"rotate_red_block_left: grasp the red block, then turn it left",B,True,"{""B"": 65}"
1771,105738,105803,65,push_blue_block_right: slide the blue block towards the right,B,True,"{""B"": 65}"
1772,105803,105868,65,rotate_blue_block_left: grasp the blue block and rotate it left,B,True,"{""B"": 65}"
1773,105868,105933,65,rotate_red_block_right: grasp the red block and rotate it right,B,True,"{""B"": 65}"
1774,105933,105998,65,push_pink_block_left: push left the pink block,B,True,"{""B"": 65}"
1775,105998,106063,65,rotate_red_block_left: rotate left the red block,B,True,"{""B"": 65}"
1776,106063,106128,65,push_red_block_left: push the red block towards the left,B,True,"{""B"": 65}"
1777,106128,106193,65,"rotate_pink_block_left: grasp the pink block, then turn it left",B,True,"{""B"": 65}"
1778,106193,106258,65,rotate_blue_block_right: rotate the blue block towards the right,B,True,"{""B"": 65}"
1779,106258,106323,65,push_blue_block_left: push left the blue block,B,True,"{""B"": 65}"
1780,106323,106388,65,"rotate_blue_block_left: grasp the blue block, then turn it left",B,True,"{""B"": 65}"
1781,106388,106434,46,rotate_pink_block_right: take the pink block and rotate it right,B,True,"{""B"": 46}"
1782,106434,106499,65,push_pink_block_left: slide left the pink block,B,True,"{""B"": 65}"
1783,106499,106545,46,"rotate_pink_block_right: grasp the pink block, then turn it right",B,True,"{""B"": 46}"
1784,106545,106610,65,push_red_block_right: sweep the red block to the right,B,True,"{""B"": 65}"
1785,106610,106654,44,rotate_pink_block_left: rotate the pink block 90 degrees to the left,B,True,"{""B"": 44}"
1786,106654,106692,38,rotate_red_block_left: grasp the red block and rotate it left,B,True,"{""B"": 38}"
1787,106692,106757,65,rotate_pink_block_right: take the pink block and rotate it right,B,True,"{""B"": 65}"
1788,106757,106822,65,push_blue_block_right: slide the blue block towards the right,B,True,"{""B"": 65}"
1789,106822,106887,65,push_blue_block_right: push the blue block to the right,B,True,"{""B"": 65}"
1790,106887,106952,65,"rotate_red_block_right: grasp the red block, then rotate it right",B,True,"{""B"": 65}"
1791,106952,106986,34,push_blue_block_left: go push the blue block to the left,B,True,"{""B"": 34}"
1792,106986,107051,65,push_pink_block_left: go slide the pink block to the left,B,True,"{""B"": 65}"
1793,107051,107090,39,push_red_block_right: slide the red block to the right,B,True,"{""B"": 39}"
1794,107090,107155,65,rotate_blue_block_left: grasp the blue block and rotate it left,B,True,"{""B"": 65}"
1795,107155,107198,43,rotate_blue_block_left: rotate the blue block towards the left,B,True,"{""B"": 43}"
1796,107198,107263,65,rotate_blue_block_right: rotate the blue block towards the right,B,True,"{""B"": 65}"
1797,107263,107328,65,rotate_pink_block_left: take the pink block and rotate it left,B,True,"{""B"": 65}"
1798,107328,107393,65,push_pink_block_right: slide right the pink block,B,True,"{""B"": 65}"
1799,107393,107458,65,push_pink_block_left: push the pink block towards the left,B,True,"{""B"": 65}"
1800,107458,107498,40,push_blue_block_right: go push the blue block to the right,B,True,"{""B"": 40}"
1801,107498,107563,65,rotate_red_block_left: rotate the red block towards the left,B,True,"{""B"": 65}"
1802,107563,107628,65,push_pink_block_right: slide the pink block towards the right,B,True,"{""B"": 65}"
1803,107628,107693,65,rotate_red_block_left: rotate the red block towards the left,B,True,"{""B"": 65}"
1804,107693,107758,65,rotate_blue_block_left: grasp the blue block and rotate it left,B,True,"{""B"": 65}"
1805,107758,107823,65,"rotate_red_block_left: grasp the red block, then rotate it left",B,True,"{""B"": 65}"
1806,107823,107858,35,push_red_block_left: slide the red block towards the left,B,True,"{""B"": 35}"
1807,107858,107923,65,push_red_block_left: sweep the red block to the left,B,True,"{""B"": 65}"
1808,107923,107988,65,push_blue_block_right: push the blue block towards the right,B,True,"{""B"": 65}"
1809,107988,108053,65,rotate_blue_block_left: rotate the blue block to the left,B,True,"{""B"": 65}"
1810,108053,108095,42,push_red_block_right: slide the red block to the right,B,True,"{""B"": 42}"
1811,108095,108160,65,rotate_red_block_right: grasp the red block and turn it right,B,True,"{""B"": 65}"
1812,108160,108225,65,rotate_red_block_left: rotate the red block to the left,B,True,"{""B"": 65}"
1813,108225,108290,65,push_red_block_right: slide right the red block,B,True,"{""B"": 65}"
1814,108290,108355,65,"rotate_blue_block_left: grasp the blue block, then turn it left",B,True,"{""B"": 65}"
1815,108355,108420,65,rotate_red_block_right: grasp the red block and rotate it right,B,True,"{""B"": 65}"
1816,108420,108466,46,push_blue_block_right: slide the blue block towards the right,B,True,"{""B"": 46}"
1817,108466,108531,65,rotate_red_block_right: grasp the red block and rotate it right,B,True,"{""B"": 65}"
1818,108531,108567,36,push_blue_block_right: push right the blue block,B,True,"{""B"": 36}"
1819,108567,108632,65,push_pink_block_right: sweep the pink block to the right,B,True,"{""B"": 65}"
1820,108632,108697,65,rotate_blue_block_right: rotate right the blue block,B,True,"{""B"": 65}"
1821,108697,108746,49,push_blue_block_right: slide right the blue block,B,True,"{""B"": 49}"
1822,108746,108811,65,"rotate_blue_block_right: grasp the blue block, then turn it right",B,True,"{""B"": 65}"
1823,108811,108848,37,push_pink_block_left: push the pink block to the left,B,True,"{""B"": 37}"
1824,108848,108913,65,rotate_blue_block_right: turn the blue block right,B,True,"{""B"": 65}"
1825,108913,108978,65,push_blue_block_right: go push the blue block to the right,B,True,"{""B"": 65}"
1826,108978,109043,65,push_pink_block_left: go slide the pink block to the left,B,True,"{""B"": 65}"
1827,109043,109108,65,"rotate_blue_block_right: grasp the blue block, then rotate it right",B,True,"{""B"": 65}"
1828,109108,109173,65,rotate_pink_block_left: grasp the pink block and turn it left,B,True,"{""B"": 65}"
1829,109173,109238,65,push_red_block_right: slide the red block towards the right,B,True,"{""B"": 65}"
1830,109238,109303,65,rotate_pink_block_left: rotate the pink block towards the left,B,True,"{""B"": 65}"
1831,109303,109349,46,rotate_red_block_left: take the red block and rotate it left,B,True,"{""B"": 46}"
1832,109349,109384,35,push_blue_block_left: slide the blue block towards the left,B,True,"{""B"": 35}"
1833,109384,109449,65,push_blue_block_left: slide the blue block towards the left,B,True,"{""B"": 65}"
1834,109449,109514,65,rotate_red_block_left: take the red block and turn it left,B,True,"{""B"": 65}"
1835,109514,109579,65,rotate_pink_block_right: rotate the pink block towards the right,B,True,"{""B"": 65}"
1836,109579,109644,65,rotate_blue_block_right: rotate right the blue block,B,True,"{""B"": 65}"
1837,109644,109709,65,rotate_blue_block_right: rotate the blue block to the right,B,True,"{""B"": 65}"
1838,109709,109774,65,"rotate_red_block_left: grasp the red block, then rotate it left",B,True,"{""B"": 65}"
1839,109774,109839,65,rotate_pink_block_left: rotate the pink block 90 degrees to the left,B,True,"{""B"": 65}"
1840,109839,109904,65,push_red_block_left: go slide the red block to the left,B,True,"{""B"": 65}"
1841,109904,109969,65,push_blue_block_left: push left the blue block,B,True,"{""B"": 65}"
1842,109969,110034,65,rotate_pink_block_right: grasp the pink block and rotate it right,B,True,"{""B"": 65}"
1843,110034,110099,65,push_pink_block_right: slide the pink block towards the right,B,True,"{""B"": 65}"
1844,110099,110164,65,push_blue_block_right: slide the blue block to the right,B,True,"{""B"": 65}"
1845,110164,110229,65,push_pink_block_right: slide right the pink block,B,True,"{""B"": 65}"
1846,110229,110294,65,rotate_pink_block_left: rotate the pink block towards the left,B,True,"{""B"": 65}"
1847,110294,110359,65,rotate_pink_block_left: rotate the pink block 90 degrees to the left,B,True,"{""B"": 65}"
1848,110359,110424,65,rotate_blue_block_left: rotate the blue block towards the left,B,True,"{""B"": 65}"
1849,110424,110489,65,push_red_block_left: push the red block to the left,B,True,"{""B"": 65}"
1850,110489,110554,65,rotate_pink_block_left: rotate the pink block towards the left,B,True,"{""B"": 65}"
1851,110554,110590,36,push_red_block_right: push right the red block,B,True,"{""B"": 36}"
1852,110590,110636,46,push_pink_block_left: push the pink block towards the left,B,True,"{""B"": 46}"
1853,110636,110701,65,push_red_block_left: push the red block towards the left,B,True,"{""B"": 65}"
1854,110701,110766,65,rotate_pink_block_right: take the pink block and turn it right,B,True,"{""B"": 65}"
1855,110766,110831,65,push_blue_block_right: slide right the blue block,B,True,"{""B"": 65}"
1856,110831,110896,65,rotate_blue_block_left: grasp the blue block and rotate it left,B,True,"{""B"": 65}"
1857,110896,110940,44,push_red_block_right: slide the red block towards the right,B,True,"{""B"": 44}"
1858,110940,111005,65,"rotate_blue_block_left: grasp the blue block, then rotate it left",B,True,"{""B"": 65}"
1859,111005,111070,65,rotate_pink_block_left: rotate left the pink block,B,True,"{""B"": 65}"
1860,111070,111135,65,rotate_blue_block_right: rotate the blue block 90 degrees to the right,B,True,"{""B"": 65}"
1861,111135,111200,65,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 65}"
1862,111200,111265,65,push_blue_block_left: slide left the blue block,B,True,"{""B"": 65}"
1863,111265,111313,48,rotate_blue_block_left: rotate the blue block towards the left,B,True,"{""B"": 48}"
1864,111313,111378,65,rotate_blue_block_right: grasp the blue block and turn it right,B,True,"{""B"": 65}"
