episode_index,length,dataset_from_index,dataset_to_index,original_frame_min,original_frame_max,official_env,fully_within_single_scene,env_counts,task_index
1284,65,76812,76877,808167,808231,C,True,"{""C"": 65}",52
1285,44,76877,76921,415213,415256,B,True,"{""B"": 44}",282
1286,65,76921,76986,541335,541399,B,True,"{""B"": 65}",114
1287,65,76986,77051,906921,906985,C,True,"{""C"": 65}",302
1288,65,77051,77116,1270803,1270867,A,True,"{""A"": 65}",304
1289,65,77116,77181,964550,964614,C,True,"{""C"": 65}",18
1290,65,77181,77246,853143,853207,C,True,"{""C"": 65}",122
1291,65,77246,77311,936817,936881,C,True,"{""C"": 65}",55
1292,48,77311,77359,490144,490191,B,True,"{""B"": 48}",269
1293,49,77359,77408,1578902,1578950,A,True,"{""A"": 49}",169
1294,65,77408,77473,29037,29101,B,True,"{""B"": 65}",26
1295,65,77473,77538,632147,632211,C,True,"{""C"": 65}",83
1296,65,77538,77603,936190,936254,C,True,"{""C"": 65}",370
1297,45,77603,77648,168711,168755,B,True,"{""B"": 45}",302
1298,49,77648,77697,1114324,1114372,C,True,"{""C"": 49}",323
1299,65,77697,77762,1128817,1128881,C,True,"{""C"": 65}",9
1300,65,77762,77827,793440,793504,C,True,"{""C"": 65}",121
1301,65,77827,77892,24348,24412,B,True,"{""B"": 65}",371
1302,46,77892,77938,570849,570894,B,True,"{""B"": 46}",331
1303,34,77938,77972,614174,614207,C,True,"{""C"": 34}",128
1304,65,77972,78037,702743,702807,C,True,"{""C"": 65}",77
1305,38,78037,78075,184074,184111,B,True,"{""B"": 38}",339
1306,65,78075,78140,1595396,1595460,A,True,"{""A"": 65}",302
1307,42,78140,78182,1437818,1437859,A,True,"{""A"": 42}",282
1308,65,78182,78247,1115563,1115627,C,True,"{""C"": 65}",135
1309,65,78247,78312,1269479,1269543,A,True,"{""A"": 65}",298
1310,42,78312,78354,1788223,1788264,A,True,"{""A"": 42}",339
1311,65,78354,78419,52360,52424,B,True,"{""B"": 65}",372
1312,39,78419,78458,1168189,1168227,C,True,"{""C"": 39}",141
1313,65,78458,78523,1451757,1451821,A,True,"{""A"": 65}",70
1314,65,78523,78588,96786,96850,B,True,"{""B"": 65}",143
1315,65,78588,78653,1666626,1666690,A,True,"{""A"": 65}",230
1316,65,78653,78718,1625972,1626036,A,True,"{""A"": 65}",140
1317,65,78718,78783,288889,288953,B,True,"{""B"": 65}",313
1318,65,78783,78848,90144,90208,B,True,"{""B"": 65}",106
1319,65,78848,78913,108961,109025,B,True,"{""B"": 65}",215
1320,65,78913,78978,532062,532126,B,True,"{""B"": 65}",343
1321,40,78978,79018,1722320,1722359,A,True,"{""A"": 40}",306
1322,65,79018,79083,816539,816603,C,True,"{""C"": 65}",140
1323,65,79083,79148,1276660,1276724,A,True,"{""A"": 65}",264
1324,39,79148,79187,465678,465716,B,True,"{""B"": 39}",105
1325,65,79187,79252,671889,671953,C,True,"{""C"": 65}",367
1326,65,79252,79317,1352968,1353032,A,True,"{""A"": 65}",101
1327,65,79317,79382,1778736,1778800,A,True,"{""A"": 65}",169
1328,65,79382,79447,1738989,1739053,A,True,"{""A"": 65}",107
1329,40,79447,79487,1179821,1179860,C,True,"{""C"": 40}",16
1330,44,79487,79531,970373,970416,C,True,"{""C"": 44}",307
1331,65,79531,79596,863146,863210,C,True,"{""C"": 65}",126
1332,36,79596,79632,401084,401119,B,True,"{""B"": 36}",118
1333,65,79632,79697,811550,811614,C,True,"{""C"": 65}",53
1334,65,79697,79762,358595,358659,B,True,"{""B"": 65}",6
1335,65,79762,79827,766947,767011,C,True,"{""C"": 65}",96
1336,65,79827,79892,442562,442626,B,True,"{""B"": 65}",70
1337,65,79892,79957,1663222,1663286,A,True,"{""A"": 65}",106
1338,65,79957,80022,1558735,1558799,A,True,"{""A"": 65}",107
1339,65,80022,80087,697813,697877,C,True,"{""C"": 65}",79
1340,43,80087,80130,810923,810965,C,True,"{""C"": 43}",28
1341,65,80130,80195,1108672,1108736,C,True,"{""C"": 65}",316
1342,65,80195,80260,1581731,1581795,A,True,"{""A"": 65}",209
1343,44,80260,80304,522027,522070,B,True,"{""B"": 44}",82
1344,65,80304,80369,1772438,1772502,A,True,"{""A"": 65}",71
1345,65,80369,80434,284463,284527,B,True,"{""B"": 65}",27
1346,65,80434,80499,407872,407936,B,True,"{""B"": 65}",124
1347,65,80499,80564,1620426,1620490,A,True,"{""A"": 65}",196
1348,35,80564,80599,595698,595732,B,True,"{""B"": 35}",330
1349,65,80599,80664,95490,95554,B,True,"{""B"": 65}",167
1350,65,80664,80729,927370,927434,C,True,"{""C"": 65}",260
1351,65,80729,80794,1666435,1666499,A,True,"{""A"": 65}",142
1352,65,80794,80859,992307,992371,C,True,"{""C"": 65}",303
1353,65,80859,80924,1420400,1420464,A,True,"{""A"": 65}",117
1354,65,80924,80989,40707,40771,B,True,"{""B"": 65}",109
1355,65,80989,81054,188685,188749,B,True,"{""B"": 65}",68
1356,65,81054,81119,1404329,1404393,A,True,"{""A"": 65}",199
1357,65,81119,81184,1692215,1692279,A,True,"{""A"": 65}",174
1358,65,81184,81249,1466238,1466302,A,True,"{""A"": 65}",131
1359,65,81249,81314,1623992,1624056,A,True,"{""A"": 65}",231
1360,41,81314,81355,967082,967122,C,True,"{""C"": 41}",91
1361,65,81355,81420,564136,564200,B,True,"{""B"": 65}",232
1362,65,81420,81485,678841,678905,C,True,"{""C"": 65}",295
1363,49,81485,81534,779462,779510,C,True,"{""C"": 49}",226
1364,65,81534,81599,1272301,1272365,A,True,"{""A"": 65}",97
1365,65,81599,81664,811297,811361,C,True,"{""C"": 65}",160
1366,65,81664,81729,414538,414602,B,True,"{""B"": 65}",345
1367,65,81729,81794,1423520,1423584,A,True,"{""A"": 65}",150
1368,41,81794,81835,883315,883355,C,True,"{""C"": 41}",339
1369,65,81835,81900,1498599,1498663,A,True,"{""A"": 65}",127
1370,65,81900,81965,697646,697710,C,True,"{""C"": 65}",287
1371,65,81965,82030,1675405,1675469,A,True,"{""A"": 65}",315
1372,65,82030,82095,1162670,1162734,C,True,"{""C"": 65}",326
1373,65,82095,82160,1165530,1165594,C,True,"{""C"": 65}",51
1374,44,82160,82204,684733,684776,C,True,"{""C"": 44}",131
1375,48,82204,82252,407439,407486,B,True,"{""B"": 48}",127
1376,65,82252,82317,80194,80258,B,True,"{""B"": 65}",141
1377,65,82317,82382,324078,324142,B,True,"{""B"": 65}",132
1378,65,82382,82447,492384,492448,B,True,"{""B"": 65}",201
1379,65,82447,82512,1314845,1314909,A,True,"{""A"": 65}",99
1380,43,82512,82555,1334916,1334958,A,True,"{""A"": 43}",27
1381,65,82555,82620,167475,167539,B,True,"{""B"": 65}",130
1382,65,82620,82685,1602645,1602709,A,True,"{""A"": 65}",53
1383,65,82685,82750,606992,607056,C,True,"{""C"": 65}",316
1384,65,82750,82815,1033352,1033416,C,True,"{""C"": 65}",187
1385,65,82815,82880,1613137,1613201,A,True,"{""A"": 65}",107
1386,65,82880,82945,1544508,1544572,A,True,"{""A"": 65}",149
1387,36,82945,82981,1502732,1502767,A,True,"{""A"": 36}",309
1388,65,82981,83046,290097,290161,B,True,"{""B"": 65}",373
1389,65,83046,83111,1353893,1353957,A,True,"{""A"": 65}",183
1390,65,83111,83176,1425706,1425770,A,True,"{""A"": 65}",11
1391,65,83176,83241,448332,448396,B,True,"{""B"": 65}",20
1392,47,83241,83288,1438387,1438433,A,True,"{""A"": 47}",335
1393,36,83288,83324,1396865,1396900,A,True,"{""A"": 36}",95
1394,65,83324,83389,139030,139094,B,True,"{""B"": 65}",204
1395,65,83389,83454,892157,892221,C,True,"{""C"": 65}",327
1396,35,83454,83489,508276,508310,B,True,"{""B"": 35}",374
1397,65,83489,83554,1742668,1742732,A,True,"{""A"": 65}",343
1398,65,83554,83619,65633,65697,B,True,"{""B"": 65}",310
1399,65,83619,83684,1162748,1162812,C,True,"{""C"": 65}",196
1400,65,83684,83749,121104,121168,B,True,"{""B"": 65}",27
1401,65,83749,83814,220040,220104,B,True,"{""B"": 65}",186
1402,65,83814,83879,822441,822505,C,True,"{""C"": 65}",311
1403,65,83879,83944,155147,155211,B,True,"{""B"": 65}",62
1404,40,83944,83984,1211936,1211975,A,True,"{""A"": 40}",375
1405,65,83984,84049,445535,445599,B,True,"{""B"": 65}",51
1406,65,84049,84114,811994,812058,C,True,"{""C"": 65}",38
1407,65,84114,84179,1748414,1748478,A,True,"{""A"": 65}",192
1408,65,84179,84244,1205602,1205666,A,True,"{""A"": 65}",16
1409,45,84244,84289,1667870,1667914,A,True,"{""A"": 45}",173
1410,65,84289,84354,1196689,1196753,A,True,"{""A"": 65}",197
1411,65,84354,84419,1629453,1629517,A,True,"{""A"": 65}",134
1412,65,84419,84484,1147847,1147911,C,True,"{""C"": 65}",349
1413,49,84484,84533,219055,219103,B,True,"{""B"": 49}",143
1414,65,84533,84598,1169505,1169569,C,True,"{""C"": 65}",164
1415,65,84598,84663,15738,15802,B,True,"{""B"": 65}",309
1416,65,84663,84728,1290413,1290477,A,True,"{""A"": 65}",349
1417,65,84728,84793,1506055,1506119,A,True,"{""A"": 65}",192
1418,36,84793,84829,1243662,1243697,A,True,"{""A"": 36}",41
1419,65,84829,84894,398979,399043,B,True,"{""B"": 65}",149
1420,65,84894,84959,304546,304610,B,True,"{""B"": 65}",210
1421,65,84959,85024,1497867,1497931,A,True,"{""A"": 65}",73
1422,65,85024,85089,584505,584569,B,True,"{""B"": 65}",191
1423,65,85089,85154,1055888,1055952,C,True,"{""C"": 65}",80
1424,41,85154,85195,1248410,1248450,A,True,"{""A"": 41}",258
1425,65,85195,85260,559930,559994,B,True,"{""B"": 65}",307
1426,37,85260,85297,767172,767208,C,True,"{""C"": 37}",367
1427,65,85297,85362,1517395,1517459,A,True,"{""A"": 65}",227
1428,65,85362,85427,127532,127596,B,True,"{""B"": 65}",136
1429,37,85427,85464,357737,357773,B,True,"{""B"": 37}",230
1430,65,85464,85529,1787689,1787753,A,True,"{""A"": 65}",5
1431,65,85529,85594,1403115,1403179,A,True,"{""A"": 65}",40
1432,65,85594,85659,342627,342691,B,True,"{""B"": 65}",374
1433,65,85659,85724,98506,98570,B,True,"{""B"": 65}",16
1434,65,85724,85789,1053230,1053294,C,True,"{""C"": 65}",209
1435,65,85789,85854,74331,74395,B,True,"{""B"": 65}",164
1436,65,85854,85919,583356,583420,B,True,"{""B"": 65}",343
1437,43,85919,85962,1580302,1580344,A,True,"{""A"": 43}",87
1438,65,85962,86027,270998,271062,B,True,"{""B"": 65}",39
1439,65,86027,86092,228482,228546,B,True,"{""B"": 65}",301
1440,65,86092,86157,1331928,1331992,A,True,"{""A"": 65}",257
1441,65,86157,86222,1733427,1733491,A,True,"{""A"": 65}",196
1442,65,86222,86287,27085,27149,B,True,"{""B"": 65}",60
1443,65,86287,86352,1138557,1138621,C,True,"{""C"": 65}",130
1444,65,86352,86417,75234,75298,B,True,"{""B"": 65}",194
1445,65,86417,86482,189821,189885,B,True,"{""B"": 65}",80
1446,65,86482,86547,337761,337825,B,True,"{""B"": 65}",266
1447,65,86547,86612,1565286,1565350,A,True,"{""A"": 65}",12
1448,38,86612,86650,1015672,1015709,C,True,"{""C"": 38}",156
1449,65,86650,86715,1041461,1041525,C,True,"{""C"": 65}",296
1450,48,86715,86763,673801,673848,C,True,"{""C"": 48}",154
1451,65,86763,86828,194813,194877,B,True,"{""B"": 65}",193
1452,37,86828,86865,1183453,1183489,C,True,"{""C"": 37}",35
1453,65,86865,86930,487179,487243,B,True,"{""B"": 65}",102
1454,65,86930,86995,1053854,1053918,C,True,"{""C"": 65}",337
1455,65,86995,87060,1050410,1050474,C,True,"{""C"": 65}",37
1456,65,87060,87125,122728,122792,B,True,"{""B"": 65}",176
1457,65,87125,87190,1651806,1651870,A,True,"{""A"": 65}",233
1458,65,87190,87255,354111,354175,B,True,"{""B"": 65}",322
1459,65,87255,87320,1253438,1253502,A,True,"{""A"": 65}",150
1460,48,87320,87368,1190264,1190311,C,True,"{""C"": 48}",38
1461,65,87368,87433,1403109,1403173,A,True,"{""A"": 65}",7
1462,41,87433,87474,1114665,1114705,C,True,"{""C"": 41}",176
1463,65,87474,87539,840549,840613,C,True,"{""C"": 65}",159
1464,65,87539,87604,1356145,1356209,A,True,"{""A"": 65}",22
1465,65,87604,87669,292551,292615,B,True,"{""B"": 65}",177
1466,65,87669,87734,1343631,1343695,A,True,"{""A"": 65}",222
1467,39,87734,87773,904999,905037,C,True,"{""C"": 39}",249
1468,65,87773,87838,1022108,1022172,C,True,"{""C"": 65}",159
1469,65,87838,87903,1057733,1057797,C,True,"{""C"": 65}",376
1470,65,87903,87968,647710,647774,C,True,"{""C"": 65}",260
1471,41,87968,88009,130878,130918,B,True,"{""B"": 41}",206
1472,38,88009,88047,996146,996183,C,True,"{""C"": 38}",209
1473,65,88047,88112,1649061,1649125,A,True,"{""A"": 65}",349
1474,65,88112,88177,1471499,1471563,A,True,"{""A"": 65}",85
1475,65,88177,88242,905537,905601,C,True,"{""C"": 65}",367
1476,65,88242,88307,365640,365704,B,True,"{""B"": 65}",224
1477,65,88307,88372,1658457,1658521,A,True,"{""A"": 65}",161
1478,65,88372,88437,556798,556862,B,True,"{""B"": 65}",33
1479,47,88437,88484,901014,901060,C,True,"{""C"": 47}",239
1480,65,88484,88549,1624784,1624848,A,True,"{""A"": 65}",154
1481,65,88549,88614,183245,183309,B,True,"{""B"": 65}",56
1482,34,88614,88648,1070776,1070809,C,True,"{""C"": 34}",127
1483,65,88648,88713,489611,489675,B,True,"{""B"": 65}",275
1484,37,88713,88750,147562,147598,B,True,"{""B"": 37}",161
1485,45,88750,88795,727803,727847,C,True,"{""C"": 45}",190
1486,65,88795,88860,1622304,1622368,A,True,"{""A"": 65}",85
1487,65,88860,88925,1786693,1786757,A,True,"{""A"": 65}",6
1488,65,88925,88990,1323289,1323353,A,True,"{""A"": 65}",220
1489,43,88990,89033,816875,816917,C,True,"{""C"": 43}",60
1490,42,89033,89075,1767118,1767159,A,True,"{""A"": 42}",344
1491,43,89075,89118,1431035,1431077,A,True,"{""A"": 43}",68
1492,65,89118,89183,314547,314611,B,True,"{""B"": 65}",153
1493,65,89183,89248,1512149,1512213,A,True,"{""A"": 65}",192
1494,65,89248,89313,69797,69861,B,True,"{""B"": 65}",39
1495,65,89313,89378,1473368,1473432,A,True,"{""A"": 65}",318
1496,65,89378,89443,1124032,1124096,C,True,"{""C"": 65}",181
1497,65,89443,89508,1667270,1667334,A,True,"{""A"": 65}",230
1498,47,89508,89555,844131,844177,C,True,"{""C"": 47}",206
1499,65,89555,89620,385336,385400,B,True,"{""B"": 65}",85
1500,65,89620,89685,80904,80968,B,True,"{""B"": 65}",297
1501,65,89685,89750,756360,756424,C,True,"{""C"": 65}",153
1502,42,89750,89792,1666283,1666324,A,True,"{""A"": 42}",27
1503,65,89792,89857,367455,367519,B,True,"{""B"": 65}",168
1504,42,89857,89899,1395455,1395496,A,True,"{""A"": 42}",196
1505,65,89899,89964,1714358,1714422,A,True,"{""A"": 65}",311
1506,40,89964,90004,935832,935871,C,True,"{""C"": 40}",192
1507,65,90004,90069,1695743,1695807,A,True,"{""A"": 65}",239
1508,65,90069,90134,917033,917097,C,True,"{""C"": 65}",310
1509,65,90134,90199,805,869,B,True,"{""B"": 65}",216
1510,65,90199,90264,780086,780150,C,True,"{""C"": 65}",310
1511,65,90264,90329,45664,45728,B,True,"{""B"": 65}",138
1512,65,90329,90394,854184,854248,C,True,"{""C"": 65}",198
1513,65,90394,90459,1023132,1023196,C,True,"{""C"": 65}",377
1514,48,90459,90507,1537712,1537759,A,True,"{""A"": 48}",216
1515,65,90507,90572,1619339,1619403,A,True,"{""A"": 65}",17
1516,65,90572,90637,333093,333157,B,True,"{""B"": 65}",267
1517,65,90637,90702,1755815,1755879,A,True,"{""A"": 65}",26
1518,65,90702,90767,1294174,1294238,A,True,"{""A"": 65}",361
1519,65,90767,90832,1143821,1143885,C,True,"{""C"": 65}",138
1520,65,90832,90897,725065,725129,C,True,"{""C"": 65}",224
1521,65,90897,90962,1551646,1551710,A,True,"{""A"": 65}",17
1522,65,90962,91027,768441,768505,C,True,"{""C"": 65}",376
1523,65,91027,91092,880032,880096,C,True,"{""C"": 65}",162
1524,65,91092,91157,60806,60870,B,True,"{""B"": 65}",127
1525,65,91157,91222,989150,989214,C,True,"{""C"": 65}",62
1526,65,91222,91287,1461694,1461758,A,True,"{""A"": 65}",210
1527,65,91287,91352,973303,973367,C,True,"{""C"": 65}",96
1528,65,91352,91417,778379,778443,C,True,"{""C"": 65}",193
1529,65,91417,91482,985195,985259,C,True,"{""C"": 65}",304
1530,65,91482,91547,217209,217273,B,True,"{""B"": 65}",273
1531,65,91547,91612,951424,951488,C,True,"{""C"": 65}",127
1532,65,91612,91677,1597826,1597890,A,True,"{""A"": 65}",207
1533,65,91677,91742,1642700,1642764,A,True,"{""A"": 65}",310
1534,65,91742,91807,1438450,1438514,A,True,"{""A"": 65}",332
1535,65,91807,91872,1084561,1084625,C,True,"{""C"": 65}",318
1536,46,91872,91918,941065,941110,C,True,"{""C"": 46}",110
1537,65,91918,91983,373724,373788,B,True,"{""B"": 65}",237
1538,47,91983,92030,792412,792458,C,True,"{""C"": 47}",76
1539,65,92030,92095,39624,39688,B,True,"{""B"": 65}",183
1540,65,92095,92160,640121,640185,C,True,"{""C"": 65}",87
1541,65,92160,92225,995835,995899,C,True,"{""C"": 65}",116
1542,65,92225,92290,1204856,1204920,A,True,"{""A"": 65}",151
1543,65,92290,92355,1525847,1525911,A,True,"{""A"": 65}",255
1544,65,92355,92420,339140,339204,B,True,"{""B"": 65}",234
1545,65,92420,92485,1193971,1194035,A,True,"{""A"": 65}",241
1546,65,92485,92550,173812,173876,B,True,"{""B"": 65}",84
1547,65,92550,92615,88816,88880,B,True,"{""B"": 65}",89
1548,65,92615,92680,24452,24516,B,True,"{""B"": 65}",226
1549,65,92680,92745,1392712,1392776,A,True,"{""A"": 65}",243
1550,65,92745,92810,415610,415674,B,True,"{""B"": 65}",177
1551,65,92810,92875,1139820,1139884,C,True,"{""C"": 65}",321
1552,65,92875,92940,85220,85284,B,True,"{""B"": 65}",332
1553,65,92940,93005,503092,503156,B,True,"{""B"": 65}",296
1554,65,93005,93070,1150043,1150107,C,True,"{""C"": 65}",277
1555,65,93070,93135,108390,108454,B,True,"{""B"": 65}",48
1556,44,93135,93179,582718,582761,B,True,"{""B"": 44}",152
1557,65,93179,93244,1686577,1686641,A,True,"{""A"": 65}",267
1558,65,93244,93309,1776977,1777041,A,True,"{""A"": 65}",116
1559,65,93309,93374,1173775,1173839,C,True,"{""C"": 65}",253
1560,65,93374,93439,1699098,1699162,A,True,"{""A"": 65}",195
1561,39,93439,93478,1677616,1677654,A,True,"{""A"": 39}",211
1562,65,93478,93543,1070578,1070642,C,True,"{""C"": 65}",331
1563,65,93543,93608,1439331,1439395,A,True,"{""A"": 65}",260
1564,65,93608,93673,364140,364204,B,True,"{""B"": 65}",233
1565,65,93673,93738,1690472,1690536,A,True,"{""A"": 65}",253
1566,65,93738,93803,1504117,1504181,A,True,"{""A"": 65}",357
1567,65,93803,93868,1686561,1686625,A,True,"{""A"": 65}",250
1568,65,93868,93933,1745640,1745704,A,True,"{""A"": 65}",218
1569,47,93933,93980,1521719,1521765,A,True,"{""A"": 47}",229
1570,49,93980,94029,293664,293712,B,True,"{""B"": 49}",210
1571,65,94029,94094,1607739,1607803,A,True,"{""A"": 65}",111
1572,65,94094,94159,1695913,1695977,A,True,"{""A"": 65}",172
1573,65,94159,94224,1702745,1702809,A,True,"{""A"": 65}",111
1574,65,94224,94289,1497958,1498022,A,True,"{""A"": 65}",253
1575,65,94289,94354,1499653,1499717,A,True,"{""A"": 65}",231
1576,65,94354,94419,1720577,1720641,A,True,"{""A"": 65}",269
1577,65,94419,94484,1070692,1070756,C,True,"{""C"": 65}",359
1578,39,94484,94523,1026617,1026655,C,True,"{""C"": 39}",195
1579,65,94523,94588,1276655,1276719,A,True,"{""A"": 65}",264
1580,39,94588,94627,82857,82895,B,True,"{""B"": 39}",259
1581,65,94627,94692,1494572,1494636,A,True,"{""A"": 65}",250
1582,49,94692,94741,1659762,1659810,A,True,"{""A"": 49}",75
1583,49,94741,94790,1116567,1116615,C,True,"{""C"": 49}",146
1584,65,94790,94855,354804,354868,B,True,"{""B"": 65}",289
1585,65,94855,94920,1529399,1529463,A,True,"{""A"": 65}",114
1586,65,94920,94985,1617598,1617662,A,True,"{""A"": 65}",238
1587,65,94985,95050,427330,427394,B,True,"{""B"": 65}",363
1588,65,95050,95115,269421,269485,B,True,"{""B"": 65}",273
1589,65,95115,95180,95057,95121,B,True,"{""B"": 65}",180
1590,65,95180,95245,437274,437338,B,True,"{""B"": 65}",270
1591,65,95245,95310,1003887,1003951,C,True,"{""C"": 65}",248
1592,65,95310,95375,1472170,1472234,A,True,"{""A"": 65}",378
1593,65,95375,95440,1781539,1781603,A,True,"{""A"": 65}",187
1594,65,95440,95505,193160,193224,B,True,"{""B"": 65}",241
1595,65,95505,95570,1451917,1451981,A,True,"{""A"": 65}",177
1596,65,95570,95635,1365930,1365994,A,True,"{""A"": 65}",116
1597,39,95635,95674,262752,262790,B,True,"{""B"": 39}",180
1598,65,95674,95739,217194,217258,B,True,"{""B"": 65}",379
1599,65,95739,95804,254527,254591,B,True,"{""B"": 65}",252
1600,65,95804,95869,1776976,1777040,A,True,"{""A"": 65}",238
1601,65,95869,95934,1286825,1286889,A,True,"{""A"": 65}",243
1602,65,95934,95999,1448210,1448274,A,True,"{""A"": 65}",221
1603,48,95999,96047,1332892,1332939,A,True,"{""A"": 48}",249
1604,65,96047,96112,1199432,1199496,A,True,"{""A"": 65}",111
1605,65,96112,96177,220539,220603,B,True,"{""B"": 65}",84
1606,65,96177,96242,165470,165534,B,True,"{""B"": 65}",162
1607,48,96242,96290,437102,437149,B,True,"{""B"": 48}",199
1608,65,96290,96355,350970,351034,B,True,"{""B"": 65}",266
1609,65,96355,96420,177283,177347,B,True,"{""B"": 65}",235
1610,65,96420,96485,1101667,1101731,C,True,"{""C"": 65}",264
1611,65,96485,96550,411306,411370,B,True,"{""B"": 65}",82
1612,65,96550,96615,35289,35353,B,True,"{""B"": 65}",84
1613,38,96615,96653,531321,531358,B,True,"{""B"": 38}",241
1614,48,96653,96701,53348,53395,B,True,"{""B"": 48}",218
1615,49,96701,96750,1123347,1123395,C,True,"{""C"": 49}",81
1616,65,96750,96815,626283,626347,C,True,"{""C"": 65}",48
1617,65,96815,96880,603898,603962,C,True,"{""C"": 65}",267
1618,65,96880,96945,1563740,1563804,A,True,"{""A"": 65}",245
1619,36,96945,96981,854279,854314,C,True,"{""C"": 36}",359
1620,65,96981,97046,170675,170739,B,True,"{""B"": 65}",364
1621,65,97046,97111,791162,791226,C,True,"{""C"": 65}",246
1622,45,97111,97156,56805,56849,B,True,"{""B"": 45}",319
1623,65,97156,97221,326219,326283,B,True,"{""B"": 65}",170
1624,43,97221,97264,525020,525062,B,True,"{""B"": 43}",252
1625,37,97264,97301,1756875,1756911,A,True,"{""A"": 37}",254
1626,47,97301,97348,134758,134804,B,True,"{""B"": 47}",71
1627,65,97348,97413,1432255,1432319,A,True,"{""A"": 65}",268
1628,65,97413,97478,1506175,1506239,A,True,"{""A"": 65}",379
1629,65,97478,97543,48858,48922,B,True,"{""B"": 65}",333
1630,65,97543,97608,721992,722056,C,True,"{""C"": 65}",272
1631,65,97608,97673,167846,167910,B,True,"{""B"": 65}",247
1632,65,97673,97738,1165655,1165719,C,True,"{""C"": 65}",273
1633,65,97738,97803,1271641,1271705,A,True,"{""A"": 65}",246
1634,38,97803,97841,162556,162593,B,True,"{""B"": 38}",357
1635,46,97841,97887,1435714,1435759,A,True,"{""A"": 46}",254
1636,65,97887,97952,269077,269141,B,True,"{""B"": 65}",82
1637,65,97952,98017,400177,400241,B,True,"{""B"": 65}",275
1638,65,98017,98082,141796,141860,B,True,"{""B"": 65}",245
1639,65,98082,98147,1294411,1294475,A,True,"{""A"": 65}",354
1640,65,98147,98212,1662112,1662176,A,True,"{""A"": 65}",150
1641,65,98212,98277,1495208,1495272,A,True,"{""A"": 65}",250
1642,65,98277,98342,1504102,1504166,A,True,"{""A"": 65}",244
1643,65,98342,98407,1006445,1006509,C,True,"{""C"": 65}",244
1644,65,98407,98472,1421570,1421634,A,True,"{""A"": 65}",380
1645,65,98472,98537,611234,611298,C,True,"{""C"": 65}",355
1646,44,98537,98581,1492855,1492898,A,True,"{""A"": 44}",258
1647,65,98581,98646,1397709,1397773,A,True,"{""A"": 65}",236
1648,43,98646,98689,143626,143668,B,True,"{""B"": 43}",350
1649,65,98689,98754,178067,178131,B,True,"{""B"": 65}",268
1650,65,98754,98819,711911,711975,C,True,"{""C"": 65}",258
1651,65,98819,98884,10389,10453,B,True,"{""B"": 65}",355
1652,65,98884,98949,667903,667967,C,True,"{""C"": 65}",271
1653,65,98949,99014,1275272,1275336,A,True,"{""A"": 65}",350
1654,65,99014,99079,711918,711982,C,True,"{""C"": 65}",271
1655,65,99079,99144,1231890,1231954,A,True,"{""A"": 65}",221
1656,65,99144,99209,148225,148289,B,True,"{""B"": 65}",363
1657,65,99209,99274,97866,97930,B,True,"{""B"": 65}",363
1658,65,99274,99339,1464651,1464715,A,True,"{""A"": 65}",363
1659,49,99339,99388,1352728,1352776,A,True,"{""A"": 49}",313
1660,65,99388,99453,1623162,1623226,A,True,"{""A"": 65}",287
1661,65,99453,99518,1232430,1232494,A,True,"{""A"": 65}",27
1662,65,99518,99583,1589982,1590046,A,True,"{""A"": 65}",124
1663,34,99583,99617,306078,306111,B,True,"{""B"": 34}",185
1664,38,99617,99655,809531,809568,C,True,"{""C"": 38}",303
1665,49,99655,99704,521417,521465,B,True,"{""B"": 49}",49
1666,65,99704,99769,1332340,1332404,A,True,"{""A"": 65}",160
1667,65,99769,99834,1418874,1418938,A,True,"{""A"": 65}",203
1668,65,99834,99899,1681113,1681177,A,True,"{""A"": 65}",140
1669,65,99899,99964,356462,356526,B,True,"{""B"": 65}",217
1670,65,99964,100029,1591297,1591361,A,True,"{""A"": 65}",229
1671,46,100029,100075,601602,601647,C,True,"{""C"": 46}",32
1672,35,100075,100110,472661,472695,B,True,"{""B"": 35}",43
1673,65,100110,100175,1599146,1599210,A,True,"{""A"": 65}",39
1674,46,100175,100221,1269933,1269978,A,True,"{""A"": 46}",97
1675,48,100221,100269,497554,497601,B,True,"{""B"": 48}",122
1676,39,100269,100308,470478,470516,B,True,"{""B"": 39}",174
1677,65,100308,100373,1322947,1323011,A,True,"{""A"": 65}",133
1678,65,100373,100438,1120237,1120301,C,True,"{""C"": 65}",85
1679,47,100438,100485,851728,851774,C,True,"{""C"": 47}",57
1680,65,100485,100550,1013348,1013412,C,True,"{""C"": 65}",189
1681,38,100550,100588,215035,215072,B,True,"{""B"": 38}",9
1682,65,100588,100653,1306687,1306751,A,True,"{""A"": 65}",189
1683,65,100653,100718,1648805,1648869,A,True,"{""A"": 65}",59
1684,65,100718,100783,44338,44402,B,True,"{""B"": 65}",2
1685,40,100783,100823,275656,275695,B,True,"{""B"": 40}",15
1686,65,100823,100888,1418710,1418774,A,True,"{""A"": 65}",149
1687,65,100888,100953,1285102,1285166,A,True,"{""A"": 65}",198
1688,45,100953,100998,147670,147714,B,True,"{""B"": 45}",367
1689,65,100998,101063,1263855,1263919,A,True,"{""A"": 65}",282
1690,65,101063,101128,1198773,1198837,A,True,"{""A"": 65}",334
1691,65,101128,101193,355857,355921,B,True,"{""B"": 65}",112
1692,42,101193,101235,573051,573092,B,True,"{""B"": 42}",78
1693,65,101235,101300,1288328,1288392,A,True,"{""A"": 65}",374
