detail_file,sequence_index,subtask,success,steps,condition_type,task_index,match_score,language,matched_training_task
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,239,move_slider_right,True,41,hash,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,239,lift_red_block_slider,False,360,hash,363,0.898876404494382,lift the red block from the sliding cabinet,lift_red_block_slider: pick up the red block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,240,move_slider_right,True,92,hash,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,240,rotate_pink_block_left,False,360,hash,123,0.9156626506024096,take the pink block and rotate it to the left,rotate_pink_block_left: take the pink block and rotate it left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,241,rotate_red_block_right,False,360,hash,22,0.9156626506024096,take the red block and rotate it to the right,rotate_red_block_right: take the red block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,242,turn_on_led,False,360,hash,284,0.9382716049382716,press the button to turn on the led light,turn_on_led: push the button to turn on the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,243,push_blue_block_left,False,360,hash,220,0.8852459016393442,go push the blue block left,push_blue_block_left: go push the blue block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,244,rotate_red_block_left,False,360,hash,375,0.9135802469135802,take the red block and rotate it to the left,rotate_red_block_left: take the red block and rotate it left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,245,rotate_blue_block_left,False,360,hash,387,0.9156626506024096,take the blue block and rotate it to the left,rotate_blue_block_left: take the blue block and rotate it left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,246,lift_blue_block_table,False,360,hash,264,0.7916666666666666,grasp and lift the blue block,lift_blue_block_table: lift the blue block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,247,turn_off_lightbulb,False,360,hash,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,248,move_slider_left,True,56,hash,232,0.9295774647887324,push the sliding door to the left side,move_slider_left: push the sliding door to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,248,rotate_blue_block_right,False,360,hash,77,0.9176470588235294,take the blue block and rotate it to the right,rotate_blue_block_right: take the blue block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,249,lift_blue_block_slider,False,360,hash,353,0.9010989010989011,lift the blue block from the sliding cabinet,lift_blue_block_slider: pick up the blue block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,250,move_slider_right,True,49,hash,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,250,turn_on_lightbulb,False,360,hash,185,0.8735632183908046,use the switch to turn on the light bulb,turn_on_lightbulb: move the light switch to turn on the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,251,lift_pink_block_table,True,198,hash,290,0.7916666666666666,grasp and lift the pink block,lift_pink_block_table: lift the pink block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,251,place_in_slider,True,18,hash,209,0.8571428571428571,store the grasped block in the sliding cabinet,place_in_slider: put the grasped object in the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,251,turn_on_led,False,360,hash,284,0.9382716049382716,press the button to turn on the led light,turn_on_led: push the button to turn on the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,252,lift_pink_block_slider,False,360,hash,80,0.9010989010989011,lift the pink block from the sliding cabinet,lift_pink_block_slider: pick up the pink block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,253,push_pink_block_left,False,360,hash,247,0.8852459016393442,go push the pink block left,push_pink_block_left: go push the pink block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,254,lift_pink_block_slider,True,101,hash,80,0.9010989010989011,lift the pink block from the sliding cabinet,lift_pink_block_slider: pick up the pink block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,254,place_in_slider,True,11,hash,209,0.8571428571428571,store the grasped block in the sliding cabinet,place_in_slider: put the grasped object in the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,254,turn_off_lightbulb,False,360,hash,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,255,rotate_red_block_right,False,360,hash,22,0.9156626506024096,take the red block and rotate it to the right,rotate_red_block_right: take the red block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,256,open_drawer,True,64,hash,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,256,turn_off_lightbulb,False,360,hash,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,257,push_red_block_left,False,360,hash,328,0.8813559322033898,go push the red block left,push_red_block_left: go push the red block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,258,turn_off_lightbulb,False,360,hash,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,259,lift_red_block_slider,False,360,hash,363,0.898876404494382,lift the red block from the sliding cabinet,lift_red_block_slider: pick up the red block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,260,lift_blue_block_table,False,360,hash,264,0.7916666666666666,grasp and lift the blue block,lift_blue_block_table: lift the blue block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,261,push_blue_block_left,False,360,hash,220,0.8852459016393442,go push the blue block left,push_blue_block_left: go push the blue block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,262,push_red_block_left,True,297,hash,328,0.8813559322033898,go push the red block left,push_red_block_left: go push the red block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,262,push_into_drawer,False,360,hash,180,0.8444444444444444,slide the block that it falls into the drawer,push_into_drawer: push the object that it falls into the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,263,open_drawer,True,179,hash,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,263,rotate_blue_block_right,False,360,hash,77,0.9176470588235294,take the blue block and rotate it to the right,rotate_blue_block_right: take the blue block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,264,push_into_drawer,False,360,hash,180,0.8444444444444444,slide the block that it falls into the drawer,push_into_drawer: push the object that it falls into the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,265,lift_pink_block_table,False,360,hash,290,0.7916666666666666,grasp and lift the pink block,lift_pink_block_table: lift the pink block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,266,close_drawer,True,42,hash,182,0.875,push the handle to close the drawer,close_drawer: push the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,266,lift_red_block_table,False,360,hash,24,0.782608695652174,grasp and lift the red block,lift_red_block_table: lift the red block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,267,push_blue_block_right,False,360,hash,254,0.8888888888888888,go push the blue block right,push_blue_block_right: go push the blue block to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,268,move_slider_right,True,43,hash,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,268,turn_on_led,False,360,hash,284,0.9382716049382716,press the button to turn on the led light,turn_on_led: push the button to turn on the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,269,close_drawer,True,43,hash,182,0.875,push the handle to close the drawer,close_drawer: push the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,269,lift_blue_block_table,False,360,hash,264,0.7916666666666666,grasp and lift the blue block,lift_blue_block_table: lift the blue block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,270,push_red_block_right,False,360,hash,348,0.8852459016393442,go push the red block right,push_red_block_right: go push the red block to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,271,rotate_red_block_right,False,360,hash,22,0.9156626506024096,take the red block and rotate it to the right,rotate_red_block_right: take the red block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,272,push_blue_block_right,True,290,hash,254,0.8888888888888888,go push the blue block right,push_blue_block_right: go push the blue block to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,272,lift_pink_block_slider,False,360,hash,80,0.9010989010989011,lift the pink block from the sliding cabinet,lift_pink_block_slider: pick up the pink block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,273,rotate_pink_block_left,False,360,hash,123,0.9156626506024096,take the pink block and rotate it to the left,rotate_pink_block_left: take the pink block and rotate it left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,274,open_drawer,True,51,hash,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,274,lift_blue_block_slider,False,360,hash,353,0.9010989010989011,lift the blue block from the sliding cabinet,lift_blue_block_slider: pick up the blue block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,275,open_drawer,True,53,hash,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,275,lift_pink_block_slider,False,360,hash,80,0.9010989010989011,lift the pink block from the sliding cabinet,lift_pink_block_slider: pick up the pink block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,276,lift_pink_block_slider,False,360,hash,80,0.9010989010989011,lift the pink block from the sliding cabinet,lift_pink_block_slider: pick up the pink block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,277,turn_off_lightbulb,False,360,hash,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,278,lift_blue_block_table,False,360,hash,264,0.7916666666666666,grasp and lift the blue block,lift_blue_block_table: lift the blue block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,279,turn_off_lightbulb,False,360,hash,235,0.8764044943820225,use the switch to turn off the light bulb,turn_off_lightbulb: move the light switch to turn off the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,280,open_drawer,True,51,hash,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,280,turn_on_led,False,360,hash,284,0.9382716049382716,press the button to turn on the led light,turn_on_led: push the button to turn on the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,281,push_red_block_left,True,190,hash,328,0.8813559322033898,go push the red block left,push_red_block_left: go push the red block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,281,lift_red_block_table,False,360,hash,24,0.782608695652174,grasp and lift the red block,lift_red_block_table: lift the red block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,282,lift_red_block_slider,False,360,hash,363,0.898876404494382,lift the red block from the sliding cabinet,lift_red_block_slider: pick up the red block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,283,rotate_red_block_right,False,360,hash,22,0.9156626506024096,take the red block and rotate it to the right,rotate_red_block_right: take the red block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,284,push_blue_block_left,False,360,hash,220,0.8852459016393442,go push the blue block left,push_blue_block_left: go push the blue block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,285,push_blue_block_left,False,360,hash,220,0.8852459016393442,go push the blue block left,push_blue_block_left: go push the blue block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,286,open_drawer,True,50,hash,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,286,turn_on_lightbulb,False,360,hash,185,0.8735632183908046,use the switch to turn on the light bulb,turn_on_lightbulb: move the light switch to turn on the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,287,push_pink_block_left,False,360,hash,247,0.8852459016393442,go push the pink block left,push_pink_block_left: go push the pink block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,288,lift_red_block_slider,False,360,hash,363,0.898876404494382,lift the red block from the sliding cabinet,lift_red_block_slider: pick up the red block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,289,lift_blue_block_slider,False,360,hash,353,0.9010989010989011,lift the blue block from the sliding cabinet,lift_blue_block_slider: pick up the blue block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,290,close_drawer,True,41,hash,182,0.875,push the handle to close the drawer,close_drawer: push the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,290,rotate_red_block_left,False,360,hash,375,0.9135802469135802,take the red block and rotate it to the left,rotate_red_block_left: take the red block and rotate it left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,291,lift_blue_block_table,False,360,hash,264,0.7916666666666666,grasp and lift the blue block,lift_blue_block_table: lift the blue block
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,292,turn_on_lightbulb,False,360,hash,185,0.8735632183908046,use the switch to turn on the light bulb,turn_on_lightbulb: move the light switch to turn on the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,293,turn_on_lightbulb,False,360,hash,185,0.8735632183908046,use the switch to turn on the light bulb,turn_on_lightbulb: move the light switch to turn on the light bulb
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,294,push_red_block_right,False,360,hash,348,0.8852459016393442,go push the red block right,push_red_block_right: go push the red block to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,295,turn_off_led,False,360,hash,299,0.9397590361445783,press the button to turn off the led light,turn_off_led: push the button to turn off the led light
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,296,open_drawer,True,51,hash,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,296,push_red_block_right,True,151,hash,348,0.8852459016393442,go push the red block right,push_red_block_right: go push the red block to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,296,lift_blue_block_slider,True,50,hash,353,0.9010989010989011,lift the blue block from the sliding cabinet,lift_blue_block_slider: pick up the blue block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,296,stack_block,False,360,hash,67,0.7692307692307693,stack the grasped block,stack_block: stack the blocks
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,297,lift_blue_block_slider,True,150,hash,353,0.9010989010989011,lift the blue block from the sliding cabinet,lift_blue_block_slider: pick up the blue block from the sliding cabinet
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,297,place_in_drawer,True,57,hash,90,0.9066666666666666,store the grasped block in the drawer,place_in_drawer: store the grasped object in the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,297,lift_blue_block_drawer,True,298,hash,193,0.9014084507042254,Take the blue block from the drawer,lift_blue_block_drawer: grasp the blue block from the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,297,stack_block,False,360,hash,67,0.7692307692307693,stack the grasped block,stack_block: stack the blocks
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,298,move_slider_right,True,48,hash,195,0.9315068493150684,push the sliding door to the right side,move_slider_right: push the sliding door to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,298,rotate_pink_block_right,False,360,hash,378,0.9176470588235294,take the pink block and rotate it to the right,rotate_pink_block_right: take the pink block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,299,close_drawer,True,254,hash,182,0.875,push the handle to close the drawer,close_drawer: push the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,299,push_pink_block_left,False,360,hash,247,0.8852459016393442,go push the pink block left,push_pink_block_left: go push the pink block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,300,open_drawer,True,51,hash,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,300,push_red_block_left,False,360,hash,328,0.8813559322033898,go push the red block left,push_red_block_left: go push the red block to the left
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,301,rotate_red_block_right,False,360,hash,22,0.9156626506024096,take the red block and rotate it to the right,rotate_red_block_right: take the red block and rotate it right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,302,open_drawer,True,52,hash,40,0.8888888888888888,pull the handle to open the drawer,open_drawer: pull the handle of the drawer
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,302,push_pink_block_right,True,344,hash,355,0.8888888888888888,go push the pink block right,push_pink_block_right: go push the pink block to the right
/home/zyx2001/hw3_task2_lerobot_act/results/calvin_eval_extensions/act_abc_lang_hash_seed0/D/calvin_act_abc_lang_hash_seed0_hash_D_eval_details.json,302,turn_on_lightbulb,True,306,hash,185,0.8735632183908046,use the switch to turn on the light bulb,turn_on_lightbulb: move the light switch to turn on the light bulb
